PeriodId,SetCode,Year,Subject,Teacher
51,VART12C,12,VART,AHN
51,STG4S4E,24,STG4,NHB
51,STG4S4R,24,STG4,NKH
51,STG5S5D,25,STG5,TNM
51,STG5S5E,25,STG5,LDP
51,STG5S5R,25,STG5,AFW
51,STG3S3E,23,STG3,LAG
51,STG3S3R,23,STG3,KJE
51,STG1S1R,21,STG1,LOH
51,ENGL5E,5,ENGL,AEW
51,DSTU6C,6,DSTU,VPA
51,DART7E,7,DART,TYS
51,ENBU7R,7,ENBU,LNB
51,ENGL8E,8,ENGL,DJB
51,AFRI10C_2,10,AFRI,AST
51,HIST12C,12,HIST,DAD
51,LSCI12C_1,12,LSCI,CSE
52,LSCI12C_1,12,LSCI,CSE
52,HIST12C,12,HIST,DAD
52,AFRI10C_2,10,AFRI,AST
52,ENBU7R,7,ENBU,LNB
52,DART7E,7,DART,TYS
52,DSTU6C,6,DSTU,VPA
52,ENGL5E,5,ENGL,AEW
52,STG3S3R,23,STG3,KJE
52,STG3S3E,23,STG3,LAG
52,ENGLS5E,25,ENGL,LDP
52,AFRI1D,1,AFRI,EKM
52,ENGL1R,1,ENGL,JYH
52,CMUS3D,3,CMUS,ALW
52,SOCS4E,4,SOCS,KMB
52,PHYS8E,8,PHYS,JDB
52,ENGLS5D,25,ENGL,TNM
52,ENGLS5R,25,ENGL,AFW
52,STG4S4R,24,STG4,NKH
52,STG4S4E,24,STG4,NHB
52,VART12C,12,VART,AHN
52,MLIT11C,11,MLIT,MKN
52,MATH11C,11,MATH,JMJ
52,ZULU10C,10,ZULU,SBM
52,AFRI10C_1,10,AFRI,MAD
52,LORI9R,9,LORI,LNH
52,LORI9E,9,LORI,CWM
52,MATH8R,8,MATH,CHS
52,CODI8D,8,CODI,CLB
52,PHED6C,6,PHED,CRD
52,PHED6C,6,PHED,MRM
52,MATH5R,5,MATH,KDL
52,CODI4R,4,CODI,ADT
52,CART4D,4,CART,LVM
52,MATH3E,3,MATH,NLM
52,ENGL3R,3,ENGL,MBT
52,ENGL2R,2,ENGL,RJM
52,ENGL2E,2,ENGL,GNB
52,ENGL2D,2,ENGL,LM1
52,MATH1E,1,MATH,TKM
53,ENGLS5R,25,ENGL,AFW
53,ENGLS5D,25,ENGL,TNM
53,ENGLS5E,25,ENGL,LDP
54,ENBU8E,8,ENBU,LNB
54,AFRI1E,1,AFRI,TKM
54,ENGL1R,1,ENGL,JYH
54,MATH1D,1,MATH,EKM
54,AFRI2E,2,AFRI,GNB
54,AFRI2R,2,AFRI,RJM
54,CMUS3R,3,CMUS,ALW
54,CODI3E,3,CODI,MBT
54,MATH3D,3,MATH,SLE
54,LORI4E,4,LORI,KMB
54,LORI4R,4,LORI,CES
54,SOCS4D,4,SOCS,YSM
54,NSCI5R,5,NSCI,MRM
54,LORI6E,6,LORI,ADT
54,NSCI6R,6,NSCI,LMK
54,AFRI7C_2,7,AFRI,TPE
54,LSCI11C,11,LSCI,CSE
54,BSTU10C,10,BSTU,LNH
54,DART10C,10,DART,TYS
54,FREN10C,10,FREN,WOE
54,LSCI10C_1,10,LSCI,MKN
54,INFT11C,11,INFT,CLB
54,HIST8D,8,HIST,DAD
54,DSTU2D,2,DSTU,VPA
54,MATH5E,5,MATH,KDL
54,AFRI7C_1,7,AFRI,AST
54,ZULU7C,7,ZULU,NWN
54,PHYS8R,8,PHYS,JDB
54,DGDN9R,9,DGDN,AHN
54,ENGL12R,12,ENGL,DJB
54,MATH9E,9,MATH,JMJ
54,ENGL12E,12,ENGL,DBW
55,ENGL12E,12,ENGL,DBW
55,ENGL12R,12,ENGL,DJB
55,ENGL6R,6,ENGL,AEW
55,MATH10C_2,,,JMJ
55,DGDN9R,9,DGDN,AHN
55,PHYS8R,8,PHYS,JDB
55,ZULU7C,7,ZULU,NWN
55,AFRI7C_1,7,AFRI,AST
55,MATH5E,5,MATH,KDL
55,HIST8D,8,HIST,DAD
55,INFT11C,11,INFT,CLB
55,LSCI11C,11,LSCI,CSE
55,MSBS4D,4,MSBS,CES
55,MSBS4E,4,MSBS,KMB
55,MSBS4R,4,MSBS,YSM
55,LORI5R,5,LORI,ADT
55,SOCS6E,6,SOCS,LMK
55,DGDN9E,9,DGDN,CWM
55,MATH10C,10,MATH,CHS
55,AFRI7C_2,7,AFRI,TPE
55,ENBU8E,8,ENBU,LNB
56,MATH10C,10,MATH,CHS
56,AFRI8C_1,8,AFRI,MAD
56,ZULU8C,8,ZULU,SBM
56,ACCO11C,11,ACCO,LNB
56,DART11C,11,DART,TYS
56,GEOG11C,11,GEOG,CAE
56,HIST11C,11,HIST,DAD
56,VART11C,11,VART,AHN
56,BSTU12C,12,BSTU,LNH
56,PHYS12C,12,PHYS,JDB
56,DGDN9E,9,DGDN,CWM
56,MATH10C_2,,,JMJ
56,LORI7E,7,LORI,ADT
56,LORI7R,7,LORI,KDL
56,AFRI8C_2,8,AFRI,AST
56,PUBS9R,9,PUBS,DBW
56,FREN11R,11,FREN,WOE
56,DSTU12C,12,DSTU,VPA
57,ZULU3E,3,ZULU,NWN
57,ENGL4E,4,ENGL,KMB
57,MATH5R,5,MATH,KDL
57,GEOG7E,7,GEOG,LMK
57,ENBU8D,8,ENBU,LNH
57,ENBU8R,8,ENBU,LNB
57,HIST9E,9,HIST,DAD
57,MATH12C,12,MATH,JMJ
57,ENGL6R,6,ENGL,AEW
57,MATH1D,1,MATH,EKM
57,MATH1E,1,MATH,TKM
57,MATH1R,1,MATH,JYH
57,ENGL2D,2,ENGL,LM1
57,ENGL2E,2,ENGL,GNB
57,ENGL2R,2,ENGL,RJM
57,ENGL3D,3,ENGL,SLE
57,ENGL3R,3,ENGL,MBT
57,ENGL4D,4,ENGL,YSM
57,ENGL4R,4,ENGL,CES
57,CART5E,5,CART,LVM
57,PUBS6E,6,PUBS,DBW
57,CMUS7R,7,CMUS,ALW
57,MATH8E,8,MATH,CHS
57,ENGL9R,9,ENGL,CWM
57,GEOG10C,10,GEOG,CAE
57,INFT10C,10,INFT,CLB
57,LSCI10C_2,10,LSCI,CSE
57,PHYS10C_1,10,PHYS,JDB
57,VART10C,10,VART,AHN
57,AFRI11C,11,AFRI,MAD
57,MLIT12C,12,MLIT,MKN
57,ZULU11C,11,ZULU,SBM
58,ZULU11C,11,ZULU,SBM
58,MATH7E,7,MATH,CHS
58,SPSC8C_1,8,SPSC,TGK
58,MLIT12C,12,MLIT,MKN
58,CODI1D,1,CODI,MRM
58,ENGL3E,3,ENGL,NLM
58,AFRI11C,11,AFRI,MAD
58,VART10C,10,VART,AHN
58,PHYS10C_1,10,PHYS,JDB
58,LSCI10C_2,10,LSCI,CSE
58,INFT10C,10,INFT,CLB
58,GEOG10C,10,GEOG,CAE
58,ENGL9R,9,ENGL,CWM
58,CART5E,5,CART,LVM
58,ENGL4R,4,ENGL,CES
58,ENGL4D,4,ENGL,YSM
58,ENGL3R,3,ENGL,MBT
58,STG2S2E,22,STG2,JJF
58,STG2S2R,22,STG2,SCZ
58,STG4S4E,24,STG4,NHB
58,STG4S4R,24,STG4,NKH
58,STG3S3E,23,STG3,LAG
58,STG3S3R,23,STG3,KJE
58,ENGLS5E,25,ENGL,LDP
58,PHEDS5D,25,PHED,PLB
58,STG5S5R,25,STG5,AFW
58,SPSC8C_2,8,SPSC,TPE
58,ENGL3D,3,ENGL,SLE
58,ENGL2R,2,ENGL,RJM
58,ENGL2E,2,ENGL,GNB
58,ENGL2D,2,ENGL,LM1
58,MATH1R,1,MATH,JYH
58,MATH1E,1,MATH,TKM
58,ENGL6R,6,ENGL,AEW
58,ENGL7R,7,ENGL,DBW
58,DSTU8C,8,DSTU,VPA
58,MATH12C,12,MATH,JMJ
58,MATH6E,6,MATH,ADT
58,STG1S1R,21,STG1,LOH
58,HIST9E,9,HIST,DAD
58,MATH5R,5,MATH,KDL
58,ENGL4E,4,ENGL,KMB
59,LORI1E,1,LORI,TKM
59,MATH9E,9,MATH,JMJ
59,CODI3D,3,CODI,MBT
59,ZULU3R,3,ZULU,NWN
59,ENGL4E,4,ENGL,KMB
59,ENGL5R,5,ENGL,AEW
59,MATH6E,6,MATH,ADT
59,DSTU8C,8,DSTU,VPA
59,AFRI12C_2,12,AFRI,AST
59,PHYS9R,9,PHYS,JDB
59,ENGL11R,11,ENGL,DJB
59,SPSC8C_2,8,SPSC,TPE
59,MATH1R,1,MATH,JYH
59,CART1D,1,CART,LVM
59,ENGLS5E,25,ENGL,LDP
59,PHED1E,1,PHED,CRD
59,AFRI2D,2,AFRI,LM1
59,MATH2E,2,MATH,GNB
59,MATH2R,2,MATH,RJM
59,MATH4D,4,MATH,YSM
59,FREN7C,7,FREN,MLD
59,MUSC7C,7,MUSC,ALW
59,MUSC7C,7,MUSC,CHM
59,BSTU10C,10,BSTU,LNH
59,DART10C,10,DART,TYS
59,FREN10C,10,FREN,WOE
59,LSCI10C_1,10,LSCI,MKN
59,AFRI12C_1,12,AFRI,MAD
59,ENGL3E,3,ENGL,NLM
59,SPSC8C_1,8,SPSC,TGK
59,MATH4R,4,MATH,CES
59,SOCS5E,5,SOCS,LMK
59,CODI6R,6,CODI,CLB
59,STG1S1R,21,STG1,LOH
59,STG2S2E,22,STG2,JJF
59,STG2S2R,22,STG2,SCZ
59,STG4S4E,24,STG4,NHB
59,STG4S4R,24,STG4,NKH
59,STG3S3E,23,STG3,LAG
59,STG3S3R,23,STG3,KJE
59,PHEDS5R,25,PHED,PLB
59,STG5S5D,25,STG5,TNM
59,ZULU12C,12,ZULU,SBM
60,ZULU12C,12,ZULU,SBM
60,MATH3R,3,MATH,MBT
60,ZULU2D,2,ZULU,MRM
60,MATH3E,3,MATH,NLM
60,STG4S4R,24,STG4,NKH
60,CODI6R,6,CODI,CLB
60,MATH4R,4,MATH,CES
60,LORI4E,4,LORI,KMB
60,LORI5E,5,LORI,ADT
60,SOCS6E,6,SOCS,LMK
60,FREN8C,8,FREN,WOE
60,FREN8C,8,FREN,MLD
60,MUSC8C,8,MUSC,ALW
60,MUSC8C,8,MUSC,CHM
60,VART8C,8,VART,AHN
60,ACCO10C,10,ACCO,LNB
60,PHYS10C_1,10,PHYS,JDB
60,STG1S1R,21,STG1,LOH
60,STG2S2E,22,STG2,JJF
60,STG2S2R,22,STG2,SCZ
60,STG4S4E,24,STG4,NHB
60,STG3S3E,23,STG3,LAG
60,STG3S3R,23,STG3,KJE
60,PHEDS5E,25,PHED,PLB
60,STG5S5D,25,STG5,TNM
60,STG5S5R,25,STG5,AFW
60,AFRI12C_1,12,AFRI,MAD
60,MATH4D,4,MATH,YSM
60,MATH2R,2,MATH,RJM
60,MATH2E,2,MATH,GNB
60,PHED1E,1,PHED,CRD
60,CART1D,1,CART,LVM
60,MATH1R,1,MATH,JYH
60,ENGL11R,11,ENGL,DJB
60,AFRI12C_2,12,AFRI,AST
60,ZULU3D,3,ZULU,NWN
60,MATH7R,7,MATH,KDL
60,PUBS7E,7,PUBS,DBW
60,GEOG9R,9,GEOG,CAE
60,HIST10C,10,HIST,DAD
60,ENGL5R,5,ENGL,AEW
60,MATH9E,9,MATH,JMJ
60,LORI1E,1,LORI,TKM
61,ZULU2R,2,ZULU,NWN
61,ENGL5E,5,ENGL,AEW
61,ENGL8E,8,ENGL,DJB
61,MATH7R,7,MATH,KDL
61,GEOG8R,8,GEOG,LMK
61,CODI9R,9,CODI,CLB
61,LSCI9E,9,LSCI,CSE
61,PHYS12C,12,PHYS,JDB
61,MATH10C_2,,,JMJ
61,FREN11R,11,FREN,WOE
61,DSTU12C,12,DSTU,VPA
61,AFRI1R,1,AFRI,JYH
61,CART1E,1,CART,LVM
61,STG4S4E,24,STG4,NHB
61,MATH3E,3,MATH,NLM
61,MATH3R,3,MATH,MBT
61,ENGL1D,1,ENGL,EKM
61,LORI2E,2,LORI,GNB
61,MATH2D,2,MATH,LM1
61,PHED2E,2,PHED,CRD
61,MATH3D,3,MATH,SLE
61,SOCS4D,4,SOCS,YSM
61,SOCS4R,4,SOCS,CES
61,NSCI5R,5,NSCI,MRM
61,FREN6C,6,FREN,MLD
61,MUSC6C,6,MUSC,ALW
61,MUSC6C,6,MUSC,CHM
61,LSCI7E,7,LSCI,MKN
61,MATH4E,4,MATH,KMB
61,ENGL8D,8,ENGL,CWM
61,MATH10C,10,MATH,CHS
61,ACCO11C,11,ACCO,LNB
61,DART11C,11,DART,TYS
61,GEOG11C,11,GEOG,CAE
61,HIST11C,11,HIST,DAD
61,VART11C,11,VART,AHN
61,BSTU12C,12,BSTU,LNH
61,STG1S1R,21,STG1,LOH
61,STG2S2E,22,STG2,JJF
61,STG2S2R,22,STG2,SCZ
61,PHEDS4R,24,PHED,PLB
61,STG3S3E,23,STG3,LAG
61,STG3S3R,23,STG3,KJE
61,ENGLS5D,25,ENGL,TNM
61,STG5S5E,25,STG5,LDP
61,STG5S5R,25,STG5,AFW
62,ENGL1R,1,ENGL,JYH
62,AFRI2R,2,AFRI,RJM
62,CODI2D,2,CODI,MRM
62,ENGL3E,3,ENGL,NLM
62,ENGL3R,3,ENGL,MBT
62,SOCS4D,4,SOCS,YSM
62,SOCS4R,4,SOCS,CES
62,FREN5C,5,FREN,MLD
62,AFRI6C,6,AFRI,TPE
62,STG2S2R,22,STG2,SCZ
62,ENGLS5D,25,ENGL,TNM
62,STG2S2E,22,STG2,JJF
62,BSTU12C,12,BSTU,LNH
62,PHEDS4E,24,PHED,PLB
62,STG4S4R,24,STG4,NKH
62,STG3S3E,23,STG3,LAG
62,STG3S3R,23,STG3,KJE
62,STG5S5E,25,STG5,LDP
62,STG5S5R,25,STG5,AFW
62,VART11C,11,VART,AHN
62,HIST11C,11,HIST,DAD
62,GEOG11C,11,GEOG,CAE
62,DART11C,11,DART,TYS
62,ACCO11C,11,ACCO,LNB
62,MATH10C,10,MATH,CHS
62,ENGL8D,8,ENGL,CWM
62,MATH4E,4,MATH,KMB
62,LSCI7E,7,LSCI,MKN
62,MATH3D,3,MATH,SLE
62,PHED2E,2,PHED,CRD
62,LORI2E,2,LORI,GNB
62,ENGL1D,1,ENGL,EKM
62,CART1E,1,CART,LVM
62,DSTU12C,12,DSTU,VPA
62,FREN11R,11,FREN,WOE
62,MATH10C_2,,,JMJ
62,PHYS12C,12,PHYS,JDB
62,MUSC5C,5,MUSC,ALW
62,ZULU6C,6,ZULU,NWN
62,LORI7R,7,LORI,ADT
62,STG1S1R,21,STG1,LOH
62,LSCI9E,9,LSCI,CSE
62,CODI9R,9,CODI,CLB
62,GEOG8R,8,GEOG,LMK
62,ENGL8E,8,ENGL,DJB
63,STG1S1R,21,STG1,LOH
63,STG2S2E,22,STG2,JJF
63,STG4S4E,24,STG4,NHB
63,STG4S4R,24,STG4,NKH
63,STG3S3E,23,STG3,LAG
63,STG3S3R,23,STG3,KJE
63,ENGLS5R,25,ENGL,AFW
63,STG2S2R,22,STG2,SCZ
63,STG5S5D,25,STG5,TNM
63,STG5S5E,25,STG5,LDP
64,ENGL1E,1,ENGL,TKM
64,ENGL1R,1,ENGL,JYH
64,CODI2R,2,CODI,MRM
64,MATH2D,2,MATH,LM1
64,AFRI3E,3,AFRI,NLM
64,CART3R,3,CART,LVM
64,ENGL3D,3,ENGL,SLE
64,MATH4D,4,MATH,YSM
64,MATH4E,4,MATH,KMB
64,MATH4R,4,MATH,CES
64,AFRI5C,5,AFRI,TPE
64,MATH6R,6,MATH,KDL
64,CART7E,7,CART,AHN
64,STG2S2E,22,STG2,JJF
64,STG2S2R,22,STG2,SCZ
64,STG5S5D,25,STG5,TNM
64,STG5S5E,25,STG5,LDP
64,ENGLS5R,25,ENGL,AFW
64,STG3S3R,23,STG3,KJE
64,STG3S3E,23,STG3,LAG
64,STG4S4R,24,STG4,NKH
64,STG4S4E,24,STG4,NHB
64,DSTU1D,1,DSTU,VPA
64,MATH2E,2,MATH,GNB
64,ZULU5C,5,ZULU,NWN
64,ENGL6E,6,ENGL,AEW
64,STG1S1R,21,STG1,LOH
64,HIST7R,7,HIST,ADT
65,HIST7R,7,HIST,ADT
65,STG1S1R,21,STG1,LOH
65,AFRI8C_2,8,AFRI,AST
65,ENGL9E,9,ENGL,DBW
65,MATH9R,9,MATH,JMJ
65,ENGL10R,10,ENGL,DJB
65,ENGL6E,6,ENGL,AEW
65,ZULU5C,5,ZULU,NWN
65,ENGL1D,1,ENGL,EKM
65,MATH1E,1,MATH,TKM
65,CODI2E,2,CODI,MRM
65,MATH2R,2,MATH,RJM
65,CMUS4R,4,CMUS,ALW
65,ENGL4D,4,ENGL,YSM
65,SOCS4E,4,SOCS,KMB
65,AFRI8C_1,8,AFRI,MAD
65,ZULU8C,8,ZULU,SBM
65,ENGL10E,10,ENGL,CWM
65,STG2S2R,22,STG2,SCZ
65,STG2S2E,22,STG2,JJF
65,CART7E,7,CART,AHN
65,MATH6R,6,MATH,KDL
65,AFRI5C,5,AFRI,TPE
65,ENGL3D,3,ENGL,SLE
65,CART3R,3,CART,LVM
65,AFRI3E,3,AFRI,NLM
65,MATH2D,2,MATH,LM1
65,ENGL1R,1,ENGL,JYH
65,BSTU11C,11,BSTU,LNH
65,DSTU11C,11,DSTU,VPA
65,PHYS11C,11,PHYS,JDB
65,ACCO12C,12,ACCO,LNB
65,DART12C,12,DART,TYS
65,GEOG12C,12,GEOG,CAE
65,INFT12C,12,INFT,CLB
65,LSCI12C_2,12,LSCI,CSE
65,STG4S4E,24,STG4,NHB
65,STG4S4R,24,STG4,NKH
65,STG3S3E,23,STG3,LAG
65,STG3S3R,23,STG3,KJE
65,MATHS5D,25,MATH,TNM
65,MATHS5R,25,MATH,AFW
65,MATHS5E,25,MATH,LDP
66,MATHS5E,25,MATH,LDP
66,MATH1D,1,MATH,EKM
66,MATHS5R,25,MATH,AFW
66,ENGL1E,1,ENGL,TKM
66,ENGL2E,2,ENGL,GNB
66,DART3E,3,DART,TPE
66,MATH3R,3,MATH,MBT
66,NSCI4D,4,NSCI,YSM
66,CART2D,2,CART,LVM
66,NSCI4E,4,NSCI,KMB
66,MATHS5D,25,MATH,TNM
66,STG3S3R,23,STG3,KJE
66,STG3S3E,23,STG3,LAG
66,STG4S4R,24,STG4,NKH
66,STG4S4E,24,STG4,NHB
66,NSCI4R,4,NSCI,CES
66,DART5R,5,DART,AEW
66,CMUS6R,6,CMUS,ALW
66,NSCI6E,6,NSCI,LMK
66,MATH8D,8,MATH,CHS
66,AFRI9C_1,9,AFRI,MAD
66,ZULU9C,9,ZULU,SBM
66,MATH11C,11,MATH,JMJ
66,PHYS8E,8,PHYS,JDB
66,MLIT11C,11,MLIT,MKN
66,VART12C,12,VART,AHN
66,ENGL10E,10,ENGL,CWM
66,MATH2R,2,MATH,RJM
66,ENGL10R,10,ENGL,DJB
66,DSTU1R,1,DSTU,VPA
66,AFRI3D,3,AFRI,NLM
66,MATH5E,5,MATH,KDL
66,DART7R,7,DART,TYS
66,ENGL7E,7,ENGL,DBW
66,CODI8R,8,CODI,CLB
66,AFRI9C_2,9,AFRI,AST
66,HIST12C,12,HIST,DAD
66,LSCI12C_1,12,LSCI,CSE
67,LSCI12C_1,12,LSCI,CSE
67,ZULU1R,1,ZULU,NWN
67,ENBU7E,7,ENBU,LNB
67,DSTU9C,9,DSTU,VPA
67,AFRI10C_2,10,AFRI,AST
67,HIST12C,12,HIST,DAD
67,CODI8R,8,CODI,CLB
67,DART7R,7,DART,TYS
67,MATH5E,5,MATH,KDL
67,VART12C,12,VART,AHN
67,DART2E,2,DART,ALW
67,MATH2R,2,MATH,RJM
67,MSBS3C_1,3,MSBS,NLM
67,MSBS3C_2,3,MSBS,MBT
67,MSBS3C_3,3,MSBS,SLE
67,LORI6E,6,LORI,ADT
67,NSCI6R,6,NSCI,LMK
67,SPSC9C_1,9,SPSC,TPE
67,SPSC9C_2,9,SPSC,TGK
67,AFRI10C_1,10,AFRI,MAD
67,ZULU10C,10,ZULU,SBM
67,MLIT11C,11,MLIT,MKN
67,PHYS8E,8,PHYS,JDB
67,MATH11C,11,MATH,JMJ
67,MATH8D,8,MATH,CHS
67,DART5R,5,DART,AEW
67,NSCI4R,4,NSCI,CES
67,NSCI4E,4,NSCI,KMB
67,CART2D,2,CART,LVM
67,NSCI4D,4,NSCI,YSM
67,ENGL1E,1,ENGL,TKM
67,MATH1D,1,MATH,EKM
68,ZULU10C,10,ZULU,SBM
68,LSCI8E,8,LSCI,MKN
68,MATH8R,8,MATH,CHS
68,INFT11C,11,INFT,CLB
68,LSCI11C,11,LSCI,CSE
68,LORI12C,12,LORI,LNH
68,AFRI10C_1,10,AFRI,MAD
68,SPSC9C_2,9,SPSC,TGK
68,SPSC9C_1,9,SPSC,TPE
68,AFRI10C_2,10,AFRI,AST
68,PHYS8D,8,PHYS,JDB
68,ENGL12C,12,ENGL,DJB
68,DSTU9C,9,DSTU,VPA